35653,AL,11150,7317,3833,65.62,34.38,4804,2945,1859,61.30,38.70,143.377,8.131,77.767
35654,AL,8685,2475,6210,28.50,71.50,3667,979,2688,26.70,73.30,142.131,0.561,61.106
35660,AL,9042,9042,0,100.00,0.00,4694,4694,0,100.00,0.00,6.454,0.223,1400.891
35661,AL,16617,12348,4269,74.31,25.69,7448,5330,2118,71.56,28.44,55.916,9.616,297.179
35670,AL,7676,0,7676,0.00,100.00,3300,0,3300,0.00,100.00,101.893,1.713,75.334
35671,AL,2107,0,2107,0.00,100.00,1045,0,1045,0.00,100.00,52.661,21.209,40.011
35672,AL,6445,0,6445,0.00,100.00,2949,0,2949,0.00,100.00,132.190,7.755,48.755
35673,AL,8199,2473,5726,30.16,69.84,3340,961,2379,28.77,71.23,43.816,0.225,187.122
35674,AL,18475,8750,9725,47.36,52.64,8522,4269,4253,50.09,49.91,189.834,2.498,97.322
35677,AL,1921,0,1921,0.00,100.00,1094,0,1094,0.00,100.00,109.547,13.638,17.536
35739,AL,5146,0,5146,0.00,100.00,2212,0,2212,0.00,100.00,27.121,0.095,189.745
35740,AL,3482,2164,1318,62.15,37.85,1643,1036,607,63.06,36.94,35.705,1.153,97.521
35741,AL,2933,2160,773,73.64,26.36,1293,946,347,73.16,26.84,23.537,0.106,124.610
35744,AL,2570,0,2570,0.00,100.00,1065,0,1065,0.00,100.00,33.296,0.558,77.186
35745,AL,288,0,288,0.00,100.00,157,0,157,0.00,100.00,67.060,0.156,4.295
35746,AL,856,0,856,0.00,100.00,369,0,369,0.00,100.00,58.054,0.909,14.745
35747,AL,5901,0,5901,0.00,100.00,2743,0,2743,0.00,100.00,74.525,3.661,79.181
35748,AL,6276,604,5672,9.62,90.38,2648,235,2413,8.87,91.13,80.970,0.573,77.510
35749,AL,20575,17141,3434,83.31,16.69,7803,6432,1371,82.43,17.57,40.487,0.195,508.191
35750,AL,12783,3761,9022,29.42,70.58,5118,1419,3699,27.73,72.27,63.537,0.135,201.190
35751,AL,265,0,265,0.00,100.00,131,0,131,0.00,100.00,28.705,0.077,9.232
35752,AL,2047,0,2047,0.00,100.00,983,0,983,0.00,100.00,46.726,6.523,43.808
35754,AL,5362,0,5362,0.00,100.00,2372,0,2372,0.00,100.00,43.480,1.018,123.322
35755,AL,586,0,586,0.00,100.00,496,0,496,0.00,100.00,17.133,13.878,34.204
35756,AL,9016,5002,4014,55.48,44.52,3556,1791,1765,50.37,49.63,76.568,5.426,117.752
35757,AL,12840,12679,161,98.75,1.25,4995,4913,82,98.36,1.64,12.009,0.036,1069.233
35758,AL,41875,41873,2,100.00,0.00,17488,17486,2,99.99,0.01,26.894,0.120,1557.019
35759,AL,6406,4718,1688,73.65,26.35,2509,1813,696,72.26,27.74,16.253,0.052,394.152
35760,AL,5065,0,5065,0.00,100.00,2259,0,2259,0.00,100.00,52.922,0.436,95.706
35761,AL,11630,3059,8571,26.30,73.70,4667,1143,3524,24.49,75.51,116.549,0.290,99.786
35763,AL,14216,10928,3288,76.87,23.13,5375,3975,1400,73.95,26.05,42.061,0.441,337.983
35764,AL,653,0,653,0.00,100.00,296,0,296,0.00,100.00,33.231,0.185,19.650
35765,AL,4013,0,4013,0.00,100.00,1958,0,1958,0.00,100.00,70.348,2.874,57.045
35766,AL,150,0,150,0.00,100.00,97,0,97,0.00,100.00,35.817,0.126,4.188
35768,AL,11581,5357,6224,46.26,53.74,5303,2524,2779,47.60,52.40,169.271,1.486,68.417
35769,AL,9537,4712,4825,49.41,50.59,4829,2265,2564,46.90,53.10,62.634,25.235,152.266
35771,AL,3645,0,3645,0.00,100.00,1659,0,1659,0.00,100.00,61.115,0.815,59.641
35772,AL,4908,0,4908,0.00,100.00,2322,0,2322,0.00,100.00,172.131,7.350,28.513
35773,AL,13018,2320,10698,17.82,82.18,5218,920,4298,17.63,82.37,72.708,0.355,179.044
35774,AL,165,0,165,0.00,100.00,67,0,67,0.00,100.00,14.146,0.082,11.664
35775,AL,636,0,636,0.00,100.00,280,0,280,0.00,100.00,15.937,2.033,39.908
35776,AL,3395,0,3395,0.00,100.00,1544,0,1544,0.00,100.00,90.381,0.403,37.563
35801,AL,21509,21503,6,99.97,0.03,10973,10969,4,99.96,0.04,14.083,0.052,1527.300
35802,AL,21297,20764,533,97.50,2.50,10970,10759,211,98.08,1.92,18.133,0.782,1174.496
35803,AL,25471,24111,1360,94.66,5.34,11155,10537,618,94.46,5.54,47.577,1.968,535.368
35805,AL,22498,22498,0,100.00,0.00,11012,11012,0,100.00,0.00,9.155,0.129,2457.480
35806,AL,18951,18763,188,99.01,0.99,9171,9074,97,98.94,1.06,23.279,0.181,814.084
35808,AL,1946,1529,417,78.57,21.43,379,214,165,56.46,43.54,57.712,3.379,33.719
35810,AL,30617,28957,1660,94.58,5.42,12611,11907,704,94.42,5.58,28.805,0.040,1062.893
35811,AL,25955,22939,3016,88.38,11.62,10935,9680,1255,88.52,11.48,46.250,0.510,561.193
35816,AL,15228,15228,0,100.00,0.00,7821,7821,0,100.00,0.00,5.299,0.009,2873.652
35824,AL,6070,5852,218,96.41,3.59,3139,3012,127,95.95,4.05,12.757,0.172,475.806
